ID (do not edit),Content type,Element type,Source language (GL),Target language (ES)
"{""contentId"":""2623d9e9-d3f4-4a24-bebf-760096f3414a"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,Totebag Frida Kahlo,Totebag Frida Kahlo
"{""contentId"":""2623d9e9-d3f4-4a24-bebf-760096f3414a"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<p><span><span><span><span>Descubre a fusión perfecta entre arte e funcionalidade coa nosa exclusiva totebag inspirada en Frida Kahalo, unha<strong> reprodución</strong> do cadro de <strong>fío</strong> deseñado e confeccionado por Xogo de Fíos. Esta bolsa de tela non só é un <strong>accesorio&nbsp;</strong>práctico no teu día a día, senón que tamén é un elemento de <strong>reivindicación</strong> da forza, valentía e paixón que caracteriza esta icónica artista mexicana. Frida, coa súa vida chea de cor e loita, convértese nunha fonte de inspiración que nos invita a ser valentes fronte as adversidades.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>Esta vibrante <strong>impresión</strong>, dun dos deseños de maior <strong>éxito</strong> de Xogo de Fíos, amosa a<strong> singularidade</strong> e a <strong>diferenciación </strong>dos nosos produtos. Non só ofrecemos calidade e atención o detalle, senón que tamén pomos énfase nos valores transversais de igualdade, inclusión das persoas con discapacidade e a sustentabilidade co medio ambiente. Sénteste identificada con Frida? Pois ben... esta colección de bolsas non te deixará indiferente!</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>CARACTERÍSTICAS:</span></span></span></span></p><ul>	<li><strong><span>Material</span></strong><span><strong>:</strong> bolsa de algodón con rafia, tela resistente e duradeira.</span></li>	<li><strong><span>Dimensións</span></strong><span>: 40x35cm e asa de 30cm.</span></li>	<li><strong><span>Deseño</span></strong><span>: impresión do retrato orixinal confeccionado en fío.</span></li>	<li><strong><span>Uso</span></strong><span>: ideal para o día a día como bolso de man.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>BENEFICIOS:</span></span></span></span></p><ul>	<li><strong><span>Singularidade</span></strong><span><strong>:</strong> accesorio único que combina arte, elegancia e funcionalidade.</span></li>	<li><strong><span>Distinción</span></strong><span><strong>:</strong> ideal para quen busca destacar o seu estilo persoal.</span></li>	<li><strong><span>Referente</span></strong><span><strong> artístico: </strong>atendemos minuciosamente cada detalle do proceso, polo que, cada bolsa é un reflexo da arte téxtil que caracteriza a Xogo de Fíos.</span></li>	<li><strong><span>Sustentable</span></strong><span> co medio ambiente e de calidade en canto a materiais e servizos.</span></li>	<li><span>Perfecta como <strong>agasallo </strong>significativo para amantes da arte e a cultura.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>PREZO: 19€ (IVA incluído) + gastos de envío a toda España.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>POLÍTICA DE DEVOLUCIÓN:</span></span></span></span></p><ul>	<li><span>Se o produto chega defectuoso, aceptamos devolucións nos 14 días naturais posteriores á súa recepción, asumindo desde Xogo de Fíos o custo da devolución.</span></li>	<li><span>Se o cliente rexeita o produto por motivos persoais, aceptamos devolucións nos 14 días naturais posteriores a recepción do mesmo, asumindo o cliente dito custo. </span></li></ul><p>&nbsp;</p><p><span><span><span><span>Non deixes pasar a oportunidade e consegue esta fermosa totebag de Frida Kahalo.</span></span></span></span></p><p><span><span><span><span>Ten a seguridade que marcarás tendencia!</span></span></span></span></p><p>&nbsp;</p>","<p><span><span><span><span>Descubre la fusión perfecta entre arte y funcionalidad con nuestra exclusiva totebag inspirada en Frida Kahalo, una<strong> reproducción</strong> del cuadro de <strong>hío</strong> diseñado y confeccionado por Juego de Fíos. Esta beca de tela no sólo es un <strong>accesorio&nbsp;</strong>práctico en el tiempo a día, sino que también es un elemento de <strong>reivindicación</strong> de la fuerza, valentía y pajón que caracteriza esta icónica artista mexicana. Frida, con su vida llena de color y lucha, se convierte en una fuente de inspiración que nos invita a ser valenciana frente las adversidades.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>Esta vibrante <strong>impresión</strong>, de uno de los diseños de mayor <strong>éxito</strong> de Juego de Fíos, muestra<strong> la singularidad y</strong> <strong>diferenciación </strong>de nuestros productos. No sólo ofrecemos calidad y atención el detalle, sino que también pomos énfasis en los valores transversales de igualdad, inclusión de las personas con discapacidad y la sostenibilidad con el medio ambiente. Sénteste identificada con Frida? Pues bien... esta colección de becas no te dejará indiferente!</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>CARACTERÍSTICAS:</span></span></span></span></p><ul>	<li><strong><span>Material</span></strong><span><strong>:</strong> beca de algodón con rafia, tenerla resistente y duradera.</span></li>	<li><strong><span>Dimensiones</span></strong><span>: 40x35cm y asa de 30cm.</span></li>	<li><strong><span>Diseño</span></strong><span>: impresión del retrato original confeccionado en fío.</span></li>	<li><strong><span>Uso</span></strong><span>: ideal para el día a día como beca de mano.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>BENEFICIOS:</span></span></span></span></p><ul>	<li><strong><span>Singularidad</span></strong><span><strong>:</strong> accesorio único que combina arte, elegancia y funcionalidad.</span></li>	<li><strong><span>Distinción</span></strong><span><strong>:</strong> ideal para quien busca destacar su estilo personal.</span></li>	<li><strong><span>Referente</span></strong><span><strong> artístico: </strong>atendemos minuciosamente cada detalle del proceso, por lo que, cada beca es un reflejo del arte textil que caracteriza a Juego de Fíos.</span></li>	<li><strong><span>Sostenible</span></strong><span> con el medio ambiente y de calidad en cuanto a materiales y servicios.</span></li>	<li><span>Perfecta como <strong>agasallo </strong>significativo para amantes del arte y la cultura.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>PRECIO: 19€ (IVA incluido) + gastos de envío a toda España.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>POLÍTICA DE DEVOLUCIÓN:</span></span></span></span></p><ul>	<li><span>Si el producto llega defectuoso, aceptamos devoluciones en los 14 días naturales posteriores a su recepción, asumiendo desde Juego de Fíos el coste de la devolución.</span></li>	<li><span>Si el cliente rechaza el producto por motivos personales, aceptamos devoluciones en los 14 días naturales posteriores la recepción del mismo, asumiendo el cliente dicho coste. </span></li></ul><p>&nbsp;</p><p><span><span><span><span>No dejes pasar la oportunidad y consigue esta hermosa totebag de Frida Kahalo.</span></span></span></span></p><p><span><span><span><span>Tiene la seguridad que marcarás tendencia!</span></span></span></span></p><p>&nbsp;</p>"
"{""contentId"":""2623d9e9-d3f4-4a24-bebf-760096f3414a"",""fieldId"":""product.seoInfo.description"",""sequencePath"":[]}",TEXT,catalog-product,Bolsa Frida Kahlo ca impresión do retrato feito con fíos de outros productos de Xogo de Fíos.,Bolsa Frida Kahlo cambio del retrato hecho con hilos de otros productos de Juego de Fíos.
"{""contentId"":""b08dd707-5b2f-46c3-918b-056e5826d7a8"",""fieldId"":""collection.name"",""sequencePath"":[]}",TEXT,collection,Arte e activismo,Arte y activismo
"{""contentId"":""11d141f0-b6f5-48f1-8130-5048467a76da"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,Tablilla zodiacal Acuario🐠,Tablilla zodiacal Acuario🐠
"{""contentId"":""11d141f0-b6f5-48f1-8130-5048467a76da"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<p><span><span><span><span>Es fan da astroloxía? Mergúllate neste universo coa nosa exclusiva tablilla zodiacal de Acuario, creada artesanalmente por Xogo de Fíos. Trátase dun proceso de <strong>confección </strong>realmente <strong>singular</strong>, no que tan só intervén a habilidade manual e o<strong> tacto</strong> que posúe Lorena para dar maxia a cada deseño. Esta técnica<strong> artesanal</strong> de <strong>fiado </strong>basease na creatividade e a diferenciación do produto; sempre con énfase nos valores transversais de igualdade e inclusión das persoas con discapacidade e a sustentabilidade co medio ambiente.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>Este signo tapizado con fío e representado por un augador, simboliza a revolución, a innovación, a personalidade e a sabedoría. Pois na antiga Sumeria, o pportador da auga era o encargado de difundir a sabedoría a través da fonte de vida da auga. Por iso, a través deste sinxelo deseño pretendemos capturar a esencia propia de Acuario. Cada tablilla é unha obra única, deseñada para ofrecer unha experiencia táctil inigualable. A confección resultante é vibrante, converténdose nunha peza decorativa que non só aporta beleza, senón que tamén transmite enerxía e conecta co teu signo zodiacal. </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>CARACTERÍSTICAS:</span></span></span></span></p><ul>	<li><span>Materiais</span><span>: fío de finca (algodón 100%), cinta de dobre cara, tablilla MDS de 6mm, verniz mate ecolóxico en aerosol e rafia.</span></li>	<li><span>Dimensións</span><span>: 15x15cm con opción de personalizar tamaño.</span></li>	<li><span>Cores</span><span>: as fixadas na foto do produto, con opción de personalizar.</span></li>	<li><span>Bases</span><span>: tablilla, aínda que para empregar outras bases recomendamos contactarnos.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>O TEU GUSTO: en Xogo de Fíos creemos na individualidade, na singularidade e na creatividade; por iso tes opción de personalizar (deseño, cor, tamaño, base) para que se adapte perfectamente o teu estilo. Contáctanos para converter a túa idea en realidade! </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>BENEFICIOS:</span></span></span></span></p><ul>	<li><strong><span>Singularidade</span></strong><span><strong>: </strong>é unha peza artesanal decorativa que aporta elegancia e beleza.</span></li>	<li><strong><span>Distinción</span></strong><span><strong>: </strong>o verdadeiro valor engadido radica na confección a través do tacto.</span></li>	<li><strong><span>Proceso</span></strong><span><strong> manual: </strong>trátase dunha obra confeccionada totalmente a man, non media ningún tipo de maquinaria. O tacto é o instrumento de traballo.</span></li>	<li><strong><span>Referente</span></strong><span><strong> artístico: </strong>atendemos minuciosamente cada detalle do proceso, sendo conscientes da dedicación que implica esta técnica, e ofrecemos a opción de personalizar sempre que sexa posible.</span></li>	<li><strong><span>Sustentable</span></strong><span><strong> </strong>co medio ambiente e de calidade en canto a materiais e servizos.</span></li>	<li><span>Ideal como <strong>agasallo</strong> para amizades ou familiares nados baixo o signo Acuario. </span></li></ul><p>&nbsp;</p><p><span><span><span><span>PREZO: 12€ (IVA incluído) + gastos de envío a toda España.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>POLÍTICA DE DEVOLUCIÓN: </span></span></span></span></p><ul>	<li><span>Debido a ruptura do produto ou mala calidade do mesmo, aceptamos devolucións nos 14 días naturais posteriores á súa recepción, asumindo desde Xogo de Fíos o custo de dita devolución.</span></li>	<li><span>Se o cliente rexeita o produto por motivos persoais, aceptamos devolucións nos 14 días naturais posteriores a recepción do mesmo, asumindo o cliente dito custo. </span></li></ul><p>&nbsp;</p><p><span><span><span><span>Valora cada obra como unha peza única de arte inclusiva!</span></span></span></span></p><p>&nbsp;</p>","<p><span><span><span><span>¿Es hacen de la astrología? Mergúllate en este universo con nuestra exclusiva tablilla zodiacal de Acuario, creada artesanalmente por Juego de Fíos. Se trata de un proceso de <strong>confección </strong>realmente <strong>singular</strong>, en el que tan sólo interviene la habilidad manual y<strong> el tacto</strong> que posee Lorena para dar magia a cada diseño. Esta técnica<strong> artesanal</strong> de <strong>fiado se </strong>basa en la creatividad y diferenciación del producto; siempre con énfasis en los valores transversales de igualdad e inclusión de las personas con discapacidad y la sostenibilidad con el medio ambiente.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>Este signo tapizado con fío y representado por un aguador, simboliza la revolución, la innovación, personalidad y la sabedoría. Pues en la antigua Sumeria, el pestador del agua era el encargado de difundir la sabedoría a través de la fuente de vida del agua. Por eso, a través de este sencillo diseño pretendemos capturar la esencia propia de Acuario. Cada tablilla es una obra única, diseñada para ofrecer una experiencia táctil inigualable. La confección resultante es vibrante, convirtiéndose en una pieza decorativa que no sólo aporta belleza, sino que también transmite energía y conecta con el tiempo zodiacal. </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>CARACTERÍSTICAS:</span></span></span></span></p><ul> <li><span>Materiales</span><span>: hío de finca (algodón 100%), cinta de doble cara, tablilla MDS de 6mm, verniz mate ecológico en aerosol y rafia.</span></li> <li><span>Dimensiones</span><span>: 15x15cm con opción de personalizar tamaño.</span></li> <li><span>Colores</span><span>: las fijadas en la foto del producto, con opción de personalizar.</span></li> <li><span>Bases</span><span>: tablilla, aunque para emplear otras bases recomendamos contactarnos.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>El TEU GUSTO: en Juego de Fíos creemos en la individualidad, en la singularidad y en la creatividad; por eso tes opción de personalizar (diseño, color, tamaño, base) para que se adapte perfectamente el tenu estilo. Contáctanos para convertir a túa idea en realidade! </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>BENEFICIOS:</span></span></span></span></p><ul> <li><strong><span>Singularidad</span></strong><span><strong>: </strong>es una pieza artesanal decorativa que aporta elegancia y belleza.</span></li> <li><strong><span>Distinción</span></strong><span><strong>: </strong>el verdadero valor añadido radica en la confección a través del tacto.</span></li> <li><strong><span>Proceso</span></strong><span><strong> manual: se </strong>trata de una obra confeccionada totalmente a mano, no media ningún tipo de maquinaria. El tacto es el instrumento de trabajo.</span></li> <li><strong><span>Referente</span></strong><span><strong> artístico: </strong>atendemos minuciosamente cada detalle del proceso, siendo conscientes de la dedicación que implica esta técnica, y ofrecemos la opción de personalizar siempre que sea posible.</span></li> <li><strong><span>Sostenible</span></strong><span><strong> </strong>con el medio ambiente y de calidad en cuanto a materiales y servicios.</span></li> <li><span>Ideal como <strong>agasallo</strong> para amistades o familiares nados bajo el signo Acuario. </span></li></ul><p>&nbsp;</p><p><span><span><span><span>PRECIO: 12€ (IVA incluido) + gastos de envío a toda España.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>POLÍTICA DE DEVOLUCIÓN: </span></span></span></span></p><ul> <li><span>Debido a ruptura del producto o mala calidad del mismo, aceptamos devoluciones en los 14 días naturales posteriores a su recepción, asumiendo desde Juego de Fíos el coste de dicha devolución.</span></li> <li><span>Si el cliente rechaza el producto por motivos personales, aceptamos devoluciones en los 14 días naturales posteriores la recepción del mismo, asumiendo el cliente dicho coste. </span></li></ul><p>&nbsp;</p><p><span><span><span><span>Valora cada obra como una pieza única de arte inclusiva!</span></span></span></span></p><p>&nbsp;</p>"
"{""contentId"":""11d141f0-b6f5-48f1-8130-5048467a76da"",""fieldId"":""product.seoInfo.description"",""sequencePath"":[]}",TEXT,catalog-product,Signo do zodiaco de Acuario🐠 confeccionado artesanalmente con fíos a través do tacto.,Signo del zodiaco de Acuario🐠 confeccionado artesanalmente con fíos a través del tacto.
"{""contentId"":""9f360c9b-62f3-4fa2-9ede-44b2534cea7d"",""fieldId"":""collection.name"",""sequencePath"":[]}",TEXT,collection,Packs - Coleccións,Packs - Colecciones
"{""contentId"":""3d695f77-e85f-4e91-ac5f-f30d840fb011"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,Colección arte urbana de Banksy,Colección arte urbana de Banksy
"{""contentId"":""3d695f77-e85f-4e91-ac5f-f30d840fb011"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<p><span><span><span><span>Descubre esta exclusiva colección de arte urbana! Estes 3 icónicos grafites de Banksy, confeccionados artesanalmente por Xogo de Fíos, non te deixarán indiferente. Esta selección de obras captura o espírito irreverente, irónico e crítico do enigmático artista nunha fusión única entre protesta e arte. Leva contigo a singularidade e diferenciación que caracteriza ós nosos produtos., no que tan só intervén a habilidade manual e o<strong> tacto</strong> que posúe Lorena para dar maxia a cada deseño. Inclúense as seguintes obras:</span></span></span></span></p><p>&nbsp;</p><ul>	<li><strong><span>A nena con globo vermello: “Girl with balloon”.</span></strong></li>	<li><strong><span>A nena con globos multicolores: “Flying girl balloon”.</span></strong></li>	<li><strong><span>O soldado que lanza flores: “Rage, the flower thrower”.</span></strong></li></ul><p>&nbsp;</p><p><span><span><span><span>Cada unha destas obras están fiadas coa mesma forza e mensaxe social que as orixinais de Banksy. En Xogo de Fíos centrámonos en cada detalle da confección ao tempo que pomos énfase nos valores transversais de igualdade, inclusión das persoas con discapacidade e a sustentabilidade co medio ambiente. Polo tanto non só pretendemos que decores ese espazo especial do teu fogar, senón que te invitamos á reflexión sobre a paz, a esperanza, a liberdade e a xustiza social.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>CARACTERÍSTICAS:</span></span></span></span></p><ul>	<li><strong><span>Materiais</span></strong><span><strong>:</strong> fío de finca (algodón 100%), cinta de dobre cara, cartolina branca, enmarcado con cristal e tablilla, inclúe colgadoiro.</span></li>	<li><strong><span>Deseños</span></strong><span><strong>:</strong> reprodución en fío dos 3 grafites máis icónicos de Banksy.</span></li>	<li><strong><span>Dimensións</span></strong><span>: cada cadro mide 29,7X21X1,5cm.</span></li>	<li><span><strong>Formato</strong>: cada cadro está enmarcado con cristal e táboa, no caso que prefiras outras bases (prato ou tablilla) recoméndase contactar.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>O TEU GUSTO: en Xogo de Fíos creemos na individualidade, na singularidade e na creatividade; por iso tes opción de personalizar (deseño, cor, tamaño, base) para que se adapte perfectamente o teu estilo. Contáctanos para converter a túa idea en realidade! </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>BENEFICIOS:</span></span></span></span></p><ul>	<li><strong><span>Singularidade</span></strong><span><strong>: </strong>conxunto de obras artesanais que combinan artee reivindicación.</span></li>	<li><strong><span>Distinción</span></strong><span><strong>:</strong> o profundo significado que transmiten estes cadros é innegable, pero o verdadeiro valor engadido do produto radica na confección a través do tacto.</span></li>	<li><strong><span>Proceso</span></strong><span><strong> manual:</strong> trátase dunha obra confeccionada totalmente a man, sen que medie ningún tipo de maquinaria. O tacto é o instrumento de traballo.</span></li>	<li><strong><span>Referente</span></strong><span><strong> artístico</strong>: atendemos minuciosamente cada detalle do proceso, sendo conscientes da dedicación que implica esta técnica e ofrecemos a opción de personalizar sempre que sexa posible.</span></li>	<li><strong><span>Sustentable</span></strong><span><strong> </strong>co medio ambiente e de calidade en canto a materiais e servizos.</span></li>	<li><span><strong>Ideal</strong> </span><span>para coleccionistas que desexen obter as obras máis famosas de Banksy confeccionadas totalmente a man. Aposta polo cambio social!</span></li></ul><p>&nbsp;</p><p><span><span><span><span>PREZO: 59€ (IVA incluído) + gastos de envío a toda España.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>POLÍTICA DE DEVOLUCIÓN:</span></span></span></span></p><ul>	<li><span>Debido a ruptura do produto ou mala calidade do mesmo, aceptamos devolucións nos 14 días naturais posteriores á súa recepción, asumindo desde Xogo de Fíos o custo de dita devolución.</span></li>	<li><span>Se o cliente rexeita o produto por motivos persoais, aceptamos devolucións nos 14 días naturais posteriores a recepción do mesmo, asumindo o cliente dito custo. </span></li></ul><p>&nbsp;</p><p><span><span><span><span>Valora cada peza como unha obra única de arte inclusiva!</span></span></span></span></p><p>&nbsp;</p>","<p><span><span><span><span>Descubre esta exclusiva colección de arte urbana! Estos 3 icónicos grafites de Banksy, confeccionados artesanalmente por Juego de Fíos, no te dejarán indiferente. Esta selección de obras captura el espíritu irreverente, irónico y crítico del enigmático artista en una fusión única entre protesta y arte. Lleva contigo la singularidad y diferenciación que caracteriza a nuestros productos., en lo que tan sólo interviene la habilidad manual y<strong> el tacto</strong> que posee Lorena para dar magia a cada diseño. Se incluyen las siguientes obras:</span></span></span></span></p><p>&nbsp;</p><ul>	<li><strong><span>A nena con globo romello: ""Girl with balloon"".</span></strong></li>	<li><strong><span>A nena con globos multicolores: ""Flying girl balloon"".</span></strong></li>	<li><strong><span>O soldado que lanza flores: ""Rage, the flower thrower"".</span></strong></li></ul><p>&nbsp;</p><p><span><span><span><span>Cada una de estas obras están fiadas con la misma fuerza y mensaje social que las originales de Banksy. En Juego de Fíos centrámonos en cada detalle de la confección al tiempo que pomos énfasis en los valores transversales de igualdad, inclusión de las personas con discapacidad y la sostenibilidad con el medio ambiente. Por lo tanto no solo pretendemos que decores ese espacio especial del tenista hogar, sino que te invitamos a la reflexión sobre la paz, la esperanza, la libertad y la justicia social.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>CARACTERÍSTICAS:</span></span></span></span></p><ul>	<li><strong><span>Materiales</span></strong><span><strong>:</strong> hío de finca (algodón 100%), cinta de doble cara, cartolina blanca, enmarcado con cristal y tablilla, incluye colgadero.</span></li>	<li><strong><span>Diseños</span></strong><span><strong>:</strong> reproducción en fío de los 3 grafites más icónicos de Banksy.</span></li>	<li><strong><span>Dimensiones</span></strong><span>: cada cuadro mide 29,7X21X1,5cm.</span></li>	<li><span><strong>Formato</strong>: cada cuadro está enmarcado con cristal y tabla, en el caso que prefieras otras bases (plato o tablilla) se recomienda contactar.</span></li></ul><p>&nbsp;</p><p><span><span><span><span>El TEU GUSTO: en Juego de Fíos creemos en la individualidad, en la singularidad y en la creatividad; por eso tes opción de personalizar (diseño, color, tamaño, base) para que se adapte perfectamente el tiempo estilo. Contáctanos para convertir a túa idea en realidade! </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>BENEFICIOS:</span></span></span></span></p><ul>	<li><strong><span>Singularidad</span></strong><span><strong>: </strong>conjunto de obras artesanales que combinan artee reivindicación.</span></li>	<li><strong><span>Distinción</span></strong><span><strong>:</strong> el profundo significado que transmiten estos cuadros es innegable, pero el verdadero valor añadido del producto radica en la confección a través del tacto.</span></li>	<li><strong><span>Proceso</span></strong><span><strong> manual:</strong> se trata de una obra confeccionada totalmente a mano, sin que medie ningún tipo de maquinaria. El tacto es el instrumento de trabajo.</span></li>	<li><strong><span>Referente</span></strong><span><strong> artístico</strong>: atendemos minuciosamente cada detalle del proceso, siendo conscientes de la dedicación que implica esta técnica y ofrecemos la opción de personalizar siempre que sea posible.</span></li>	<li><strong><span>Sostenible</span></strong><span><strong> </strong>con el medio ambiente y de calidad en cuanto a materiales y servicios.</span></li>	<li><span><strong>Ideal</strong> </span><span>para coleccionistas que deseen obtener las obras más famosas de Banksy confeccionadas totalmente la mano. Apuesta por el cambio social!</span></li></ul><p>&nbsp;</p><p><span><span><span><span>PRECIO: 59€ (IVA incluido) + gastos de envío a toda España.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>POLÍTICA DE DEVOLUCIÓN:</span></span></span></span></p><ul>	<li><span>Debido a ruptura del producto o mala calidad del mismo, aceptamos devoluciones en los 14 días naturales posteriores a su recepción, asumiendo desde Juego de Fíos el coste de dicha devolución.</span></li>	<li><span>Si el cliente rechaza el producto por motivos personales, aceptamos devoluciones en los 14 días naturales posteriores la recepción del mismo, asumiendo el cliente dicho coste. </span></li></ul><p>&nbsp;</p><p><span><span><span><span>Valora cada pieza como una obra única de arte inclusiva!</span></span></span></span></p><p>&nbsp;</p>"
